sample,ME_skyblue3,ME_darkorange2,ME_lightcyan1,ME_yellowgreen,ME_darkgrey,ME_ivory,ME_skyblue,ME_brown4,ME_darkmagenta,ME_floralwhite,ME_royalblue,ME_tan,ME_saddlebrown,ME_lightcyan,ME_lightsteelblue1,ME_cyan,ME_midnightblue,ME_grey60,ME_lightyellow,ME_blue,ME_red,ME_darkgreen,ME_green,ME_lightgreen,ME_turquoise,ME_orangered4,ME_darkslateblue,ME_sienna3,ME_darkolivegreen,ME_steelblue,ME_plum1,ME_paleturquoise,ME_darkturquoise,ME_mediumpurple3,ME_darkorange,ME_darkred,ME_bisque4,ME_greenyellow,ME_brown,ME_magenta,ME_pink,ME_black,ME_purple,ME_grey
S192Fg20,-0.020134808661584524,0.0040039800203293665,-0.01626165587817084,-0.004492747029740396,0.024295294359022664,-0.014680098075810355,0.011031544968203248,-0.03623545418337157,-0.012556756446588976,-6.355847645931597e-4,3.8867025717343086e-4,0.04356476723699408,0.005558076672060992,-0.023511773813955427,-0.001218795716636025,0.010452079579139927,0.03817979332421967,0.015044285903935174,0.011095166202117064,0.01733251241047191,0.018938707583409202,0.007433756482083982,-0.003604027851639128,0.01932563640187296,0.026613618591503033,0.004288776654341918,-0.006313517222511373,-0.004111457174557336,-0.02033754991397548,-1.16404630789386e-4,-0.012402003050321337,-0.004237390129873214,-0.01458370656997348,-0.02756905704105837,-0.009819984243879185,-0.016480793191992565,0.0064047755989306236,0.028810289595226354,0.022598599382479212,-0.019688997906840727,-0.012979295772637971,0.9594177000222884,0.014477737795493125,-0.00841585098886984
S192Fg23,-0.0029531223854568594,-0.01949152965173103,-0.00828750342630182,-0.0172884006684682,-0.03653950474081365,-0.03789882588979702,-0.027556033860786904,-0.03623545418337157,-0.00750700794919528,0.9838860843277529,-0.005787722685550837,1.4290421795298274e-4,-0.02242564252851148,-0.030512411638606764,-0.034818314320789565,-0.014754191727487955,-0.020805560275229933,-0.023074845284365913,-0.032521899606554126,-0.037856662477249954,-0.044551686408770184,-0.039545261696743834,-0.04111442131194251,-0.02624205649559394,-0.02932578040591343,-0.036831589100176684,-0.033755538954151815,-0.034009299311953324,-0.01797950979185857,-0.028128055950556133,-0.026716427402862272,-0.030373467558705833,-0.02811984879939393,-0.028641065723028363,-0.03026412690478895,-0.03240894528505479,-0.03142574105841968,-0.02386187389252708,-0.019913243996291855,-0.0744460921337963,-0.039334530151815456,-0.03063122696435421,-0.03517814177041954,-0.016170504731357182
S192Fg27,-0.029279747595950933,-0.026433730729608175,-0.017255893562170263,-0.003959787499013626,-0.03685616972514362,-0.006687879547303806,-0.04234436344312843,-0.03623545418337157,-0.025981850837328242,-0.04052559597336842,-0.02610396484946744,-0.03700920865104369,-0.02015041490628935,0.03837157920783029,-0.023310187805211487,-0.031845606491748474,-0.0193627376656637,-0.040904502173723746,-0.033408982172981744,-0.033318226409753404,-0.003886145522975229,-0.03909447258814075,-0.02798109605101268,-0.020034939668481584,-0.037266107019391016,-0.04110661903388321,-0.025424921826721823,-0.03528916020446432,-0.01973201626895842,-0.03657770919739643,-0.02298342135151889,-0.037042249361561905,-0.03690513167223595,-0.029492830237677355,-0.02415020065138381,-0.03117580603745983,-0.04145269487122208,-0.04076454724661742,-0.03684039919564507,-0.08396844458808576,-0.03311089122442365,-0.03891238998497734,-0.033712048483637604,-0.15619041334174294
S192Fg28,-0.0016259252570341675,-0.014211651296781258,-0.02543096503435039,-0.006522264427614389,-0.01579545294071101,0.014239758100224825,-0.008037728814675767,0.008921698235652918,-0.010625859809718913,0.009090228853309365,-1.1883678215099433e-4,-0.011203568178191441,-0.01032507982367072,-0.004223220591124178,0.00428330031952691,0.0284768090672698,0.010529406383156425,0.01662823643787218,0.011139838386113717,0.0057464333050408975,0.9682529904686094,0.0094163596001009,-0.004959841821468456,-0.023898268789679274,0.025759367910268744,-0.009059394370922279,0.003418913147539006,-0.008274284004093064,-0.012379396491087588,-0.026522567810769074,-0.02306186838570309,-0.023537131369290726,-0.016458555148621202,-0.01733629112629413,-0.017266906444964203,-0.013549356302913181,-0.026967186263590705,-0.015549737722027153,-0.014963550827123397,-0.06507016856467034,-0.021273918508713848,0.005216232262088508,-0.008477378924714748,-0.016170504731357182
S192Fg29,-0.03391088071129526,-0.020960340088258207,-0.02036198091637314,-0.029206022213706686,-0.043827770530212716,-0.03603741411354917,-0.033494725925506445,-0.03623545418337157,-0.03294501386307074,-0.03701618408413722,-0.03665142720518872,-0.01870514254560795,-0.03859346553895817,-0.04656944302734805,-0.032388331372850854,-0.03958253407475507,-0.0451630532345608,-0.044775263075962954,-0.04536784174457975,-0.05332455460420141,-0.04830821953331258,-0.05703610348041435,-0.053050033802071905,-0.03951618965616733,-0.0558955695026451,-0.02867402463754521,-0.033755538954151815,-0.03992561248381514,-0.025417338108628312,-0.03785495241973349,-0.028615688150732226,-0.02478246693054671,-0.037125164838912955,-0.0357495723211846,-0.044504523108828006,-0.035658651532344876,-0.048035545317952656,-0.04214955373290227,-0.0540165653729511,-0.08081034300153607,-0.04855501527203678,-0.04830241475824824,-0.0445949339143235,-0.016170504731357182
S192Fg36,0.9862869961173487,-0.02057593915262704,-0.028905448595326674,-0.02092638572524106,-0.02749422135618603,-0.03173988424448468,-0.01836976452433165,-0.02457287501415795,-0.023518235543844763,-0.004970379033222755,-0.016209532759158114,-0.041208648775410715,-0.028403770071771667,-0.030461601132605137,-0.04081985373959817,-0.030290267699530398,-0.02956691005117573,-0.03802087587968463,-0.04192642972268193,-0.031848881553287606,-0.005540493588157078,-0.04262097125864248,-0.045098133337891956,-0.01830931166989641,-0.033747915218505564,-0.027957133499623105,-0.007652869509030253,-0.02252924944089053,-0.02212458548459847,-0.028354082880277937,-0.03009779645660291,-0.03461228557299933,-0.019369209688619687,-0.0351679557105556,-0.030226796386799017,-0.03591929687639787,-0.03722806918613283,-0.03715719972374783,-0.039897063429833964,-0.07826052720946425,-0.044354887544761024,-0.03568193696680525,-0.0388189138744976,-0.016170504731357182
S192Fg39,0.006053368972309293,-0.015240341924106008,-0.0071476262321702195,-0.016026219413644755,-0.018780850429125757,-0.01993022772417632,-0.014186976412621684,-0.0273851077207878,-0.01773376832030095,-0.012867348599250419,-0.017190961801583256,-0.001003205320562367,-0.0044460480035756695,7.972471515669726e-4,-0.014834576076677463,-0.005841927088575804,-0.007126136764095937,-0.01706821409255377,-0.011782443466459862,0.017510385193836707,-0.01924077579794431,0.21767112928481602,0.9751012319299021,-0.008863104058532528,0.03456696900290318,-0.008780841772083735,-0.019944665730637936,0.011417849648489157,0.012273811256645823,-0.028204338468777096,0.013156108259768106,-0.014073846729071167,0.005833510248797652,4.871367470590335e-4,-0.015852363879346864,-0.00970540673526468,-0.01879762680368089,-0.01751161611685272,0.018840830384978496,-0.06319204725083646,-0.012764442111683951,0.0018655251770154418,-0.012889865790478176,-0.009976939159810539
S192Fg42,-0.029128456290881323,0.9833444620514187,0.00589167209274491,-0.016126792782614165,-0.0389564575698142,-0.0026505454878562123,-0.0372724993015885,-0.02731930503177293,-0.01846001901816326,-0.018301346362045428,-0.02910432926973089,-0.02518323979029863,-0.017411859845226172,-0.02893353700012548,-0.022020502475464082,-0.02888279561801692,-0.029285376815270662,-0.021643520576944936,-0.03289188790127803,-0.037732421975885645,-0.038925394121851545,-0.04005231368165909,-0.034086618274792146,-0.009992041612973013,-0.03457952710882825,-0.017058031379346535,-0.033755538954151815,-0.002003432234618064,-0.02423059133342704,-0.026249693273984374,-0.03970926494658863,-0.018122808934774033,-0.037532395092053035,-0.030709512008306263,-0.02497859162312414,-0.038077636777057,0.025317204208222817,-0.035983143010313495,-0.0451688791737223,-0.08016539411263257,-0.04423284291751125,-0.02216697638797474,-0.03912978524553229,-0.01108846147733439
S192Fg44,-0.00915947118779177,-0.007728327988196825,-0.015984595833874165,-0.0238059912047218,-0.016390746252195804,0.014147317819814282,-0.017896034677515812,-0.0229623123415226,-0.023409935103764733,-0.02264337905462993,-0.013579083580865174,-0.0012624166937269048,-0.013939963364186467,0.004525636003029318,0.006087557364909803,0.04216740509295048,0.9733325567700611,0.00434542513905938,0.012766077080586889,0.0027217460623469407,0.030242681804599617,0.0020340220566076594,-0.007538007757187396,-0.019548741682223685,-0.0030265754602172316,0.026312377060777214,-0.014888863983546857,-0.0118467684093656,-0.033840159219976296,-0.009376060571924123,-0.034918179926188675,-0.023956024572391574,-0.031281312361623764,-0.015785643430342756,-0.02285956442123888,-0.03698552650715226,-0.02228925097685827,-5.201741854699898e-4,-0.02243744630516823,-0.06505942353711971,-0.031274990530958564,0.03504603578194118,-0.0225908545652623,-0.017234615017382528
S192Fg45,0.011724536484706763,-0.012496303495276816,-0.0029565073106382826,-0.021534665032554023,-0.04318939227306014,-0.028494046432509853,-0.015738876945014448,-0.010360522724355609,-0.008913108490386854,0.02064277977130363,-0.0365453431411377,-0.032383524845103255,0.019854311160585048,-0.025202965643256282,-0.019265471296008734,-0.034062787895549854,-0.0226610012427065,-0.04018751775160655,-0.04625712251952341,-0.03542568511817472,-0.03935178794863598,-0.036831438450036925,-0.03116575127065221,-0.023818010342793287,-0.031328884960794876,-0.041134656098040484,-0.011917594383660132,-0.00837732828240449,-0.028271165782540617,-0.016054356497479227,-0.02802970817055593,-0.03135476311198412,-0.027318670167947492,-0.012265472778355359,-0.01966702354582725,-0.03670033288747702,-0.030003472242065406,-0.03513602014771602,-0.040611269773269135,-0.08022067404629778,-0.0381714912843732,-0.03617002419353051,-0.04026060617700794,-0.061446813562202454
S193Fg02,-0.018987487122688426,-0.003601534064187929,-0.03369276789974649,-0.030325250794243752,-0.029991218817169582,-0.029125172589557186,-0.019501002826069126,-0.021976013968809955,-0.028602057871150128,-0.018649309091307485,-0.013593620383741562,-0.0104565344287791,-0.0235543215254211,-0.013783444824826284,-0.01975617479988824,-0.010275486276388395,-0.025682570560874845,0.010383510388567475,0.012373522618329606,-0.023886034301927848,-0.03282050683713089,-0.03112862707322631,-0.035471120678881855,-0.016373644672832102,-0.03264997268090084,-0.020952427055417076,-0.011818696219005243,-0.027835409971619617,-0.019552544635357515,0.9792963835163764,-0.03209380127527233,-0.028098046580220217,-0.036758268619028325,-0.03542645198194628,-0.03713742828067756,-0.031150136632390808,-0.03415196318690306,-0.03161119154419047,-0.03835965113436418,-0.08165328882888283,-0.04283571857812972,-0.025633826637016074,-0.02992232090837426,-0.016170504731357182
S193Fg03,-0.03020368651341959,-0.016397170422211185,0.007153422178791898,-0.02128994639896548,-0.021549666635869193,-0.02534348017962946,-0.018053171038641312,-0.02541163614673321,-0.013441880230285388,-0.015409836496719795,-0.014551391647470081,-8.649241017505921e-4,-0.006822478632590627,-0.016479627853785577,-0.00647723827144671,-0.006137781745535294,-0.00428329196214351,0.9704995152768485,0.2597954795097002,-0.005254686494350027,0.0032197352854426062,-0.002262418771166331,-0.0032416976315508468,-0.008058946434195214,-0.012598297024382416,-0.019546592870212317,0.008055847682974389,-0.031720184479288004,-0.021003210070355872,-0.013659992698192099,-0.03295338258695874,-0.0072218176727767225,-0.025573892575621267,-0.034974083507012615,-0.03142252704077908,-0.021427837915424134,-0.025876810780305508,-0.01830356455593825,-0.018932542092176912,-0.07532375080885198,-0.037754119221776385,-0.004722964815400946,-0.01603259792343384,-0.016170504731357182
S193Fg04,-0.01585143585225117,-0.024670114006488095,-0.03849880620375779,-0.03062844530832577,-0.017251786365618523,-0.029744359652937705,-0.023658372432885943,-0.013696642134806675,0.0019449033109100904,-0.02358920216201139,-0.005680136013161426,-0.023222807002932055,-0.02565742663742932,-0.00706307171040691,-0.027891901971287526,-0.013187244261580067,-0.026115966723079833,-0.026907927108627536,-0.017912003794443392,-0.014012053179730194,-0.018852973506495157,-0.03601409741278548,-0.04082206418156857,-0.017945822279739336,-0.0181580317193128,0.9824825140647989,-0.028879881763049283,-1.2864745875306543e-5,-0.008584502252644422,0.005498094878991063,-0.034075481874693496,-0.03334626741018417,-0.03246966431776072,-0.035297203846250944,-0.03545378011808231,-0.0038329453417987208,-0.033657504371488005,-0.031208778223539946,-0.034141667655603274,-0.08048667641393234,-0.04135183970585406,-0.02527203799812518,-0.043307643825672835,-0.016280397315171287
S193Fg05,-0.018999449053263767,-0.02583960617115772,-0.015788131919430754,-0.011322362446008065,-0.028852159022267284,-0.014321537260074764,-0.01707843750791562,-0.014381470301329342,-0.023392384933895997,-0.02756463161291734,-0.0010876225688078896,-0.0051713001007831156,-0.016888548145213487,-0.02425904494888065,-0.016069817261611632,-0.01590667063344932,-0.009966009148409923,0.010343045958202722,-0.005279257102759123,0.013122441317319496,0.003621493848699205,0.001587874849763359,-0.010572480148236899,0.9828812970619777,0.10683416435731242,-0.026885241410982627,-0.017080581386220532,0.00258903087319257,-0.006200434887951753,-0.019319601758485565,-0.007152602321467883,-0.020449301124512348,-0.016381193686420242,-0.03077352324001169,-0.03600980921251028,-0.022669626506106228,-0.03125489785507682,-0.023878090071238534,-0.027975146377507375,-0.08027573220266568,-0.03675312441906675,-0.020439792115869798,-0.010704578394692714,-0.019205492891318017
S193Fg07,-0.02552088947291872,-0.025222618129725274,-0.00877270696968173,-0.026815661843582694,-0.03494960952379232,-0.010332685497123318,-0.032535038077676236,-0.0018899682246758189,-0.0044662587027441735,-0.030220214700486702,-0.03544112657213131,-0.03463554691592874,-0.02770036117433067,-0.022444114516186928,-0.034703860758489406,-0.022685586185777575,-0.03824115209019728,-0.007434455678023504,-0.02547364080544395,-0.004057373898689983,-0.0040982317419840895,-0.04417348118231271,-0.04528499597137221,-0.01941046185942164,-0.04024123650805163,-4.7285225979493183e-4,0.9843412316875702,0.053874523659532776,-0.021307671795141862,-0.026880884639828156,-0.018381287371276537,-0.02691338829445771,-0.03343785807188946,-0.0340047224892976,-0.01742451179865788,-0.03435276971473467,-0.047150811165012456,-0.042765538459230826,-0.042420281855356526,-0.0827345292781793,-0.041485104320110266,-0.034999447421604706,-0.030219352020750167,-0.01690493726594021
S193Fg08,0.0025588903348791403,-0.01894253413270325,-0.01684486883222622,0.006831944236165829,-0.006192801633375322,0.021341862001763932,-0.021630176658676135,-0.018776760249033592,0.01696109031231813,-0.004733402320434714,-0.002732324944108463,-4.883096696867544e-4,0.0031092300332670386,0.0016019131740329646,-0.0010391806066885195,-2.4342472006822074e-4,-0.0015463941109611213,0.06750612175495839,0.025713170168071925,0.9762054023967593,0.09513761887136189,0.026719090963491607,-0.0030511932784523577,-0.0030730121976297368,0.04860076138009963,0.0024454506032121795,0.04220661088569535,0.00885968791999112,-0.008916107988837543,0.01575678621289579,-0.00566984664717434,-0.022581110101919342,-0.012800449421737334,-0.004603250334895445,0.005472126876565106,0.00283634773875712,-0.019650812751510666,0.004781045370789867,0.002249552562565567,-0.056833713285931085,-0.023241543559384483,0.031230472787508217,-3.6726925982580826e-4,-0.017621700318483813
S193Fg10,-0.02906437004661461,-0.03315583920397066,-0.028982976944287135,-0.023040613411056416,0.040616717013464726,0.9839392320804082,0.21184295238213063,-0.031121183380082292,-0.019764033888281473,-0.02632724115293433,-0.02710629752411432,-0.030416123665203028,-0.018672484914762227,-0.032347328157592836,-0.03297745813837808,-0.03944902247423215,-0.03337034959373751,-0.010903361300475332,-0.03334746150573626,-0.018964686273031297,-0.023709977778794647,-0.04434928210877114,-0.03990341754833094,-0.02672408200099714,-0.031819138109382285,-0.03496102341645831,-0.001976429037301908,-0.016174866405386863,-0.035174175816706635,-0.03139285140440331,-0.02587076966901875,-0.02629603771305313,-0.039087509696166166,-0.035684948253336936,-0.03176926261071914,-0.037921121568466394,-0.03476750225675922,-0.03718915104672667,-0.04505760944010609,-0.08220396039062024,-0.04639883557357622,-0.024046647082575055,-0.03579175621381931,-0.01681971422892852
S193Fg23,-0.025212292968591277,-0.03270573018843109,-0.01617486201550969,-0.010733226119261887,-0.029364088030882585,-0.020545409691941758,-0.025712160060636504,-0.02672153480175972,-0.012012560071265051,6.813039781984418e-4,0.982890003560532,0.023501579545336118,-0.010700694579919888,-0.0072931035964339894,-0.01997319605085994,-0.01550242799455075,-0.023261539077454863,0.03525041016563984,-0.006587468772229771,-0.003409554901291163,-0.007611817160392811,-0.00904666235399827,-0.0035725131765949043,-0.024993797825274944,-0.020736958484899863,0.0026650256437485143,3.4138177507058755e-4,-0.032715139699982056,-0.02119250824355449,-0.022967065094875613,-0.022461450067423974,-0.03092476914088788,-0.018760469903018624,-0.035297203846250944,-0.018203852716711027,-0.02512620074548118,-0.03277913023912753,-0.0077220571778473185,-0.01305656690778601,-0.08041683839021387,-0.03631976197905518,-0.01043179873786718,-0.013098458650727235,-0.016170504731357182
S193Fg25,-0.02783976328259423,-0.02905152748472768,-0.034442734153385744,-0.03214010325708688,-0.04731494713142434,-0.03227789688808445,-0.03543445212327042,-0.03623545418337157,-0.03576078585733461,-0.026288571822931952,-0.03651561239943808,-0.036551113283483296,-0.03461875714285443,-0.04485029609104853,-0.04157004616694925,-0.03305018971345148,-0.04933532033312283,-0.041585376770646804,-0.043516530015456155,-0.04960801638870827,-0.04886213209145422,-0.053014423601342814,-0.04465964772975222,-0.028928116375844026,-0.04895337081272433,-0.033796025035463355,-0.033755538954151815,-0.04225638748156884,-0.030612752889315017,-0.03567501026222802,0.009340166469033519,-0.038013551918857524,-0.04142228596760987,-0.0357495723211846,-0.036119300795129955,-0.038719047083889686,-0.050487317420115765,-0.04656156536583366,-0.0540580926543145,-0.08756116734065716,-0.04964706706733187,-0.05549253152609125,-0.04168198903349633,-0.025627500580589588
S193Fg27,-0.018097739145789868,-0.026355708287418414,0.010124072947174776,0.0050675887635762695,-0.018500681313127734,-0.017618517909058475,-0.022040409561337924,-0.03623545418337157,-0.007682211900092155,-0.028238638747002436,-0.014892990144395551,-4.284330275199366e-4,-0.009715774208515398,0.9802430116277104,-0.005045190043892049,-0.006880887552292861,0.017556958434268022,-0.005976068712675658,-0.01239077137034872,0.0015270063914571432,0.0616136582669405,0.013283178179530952,0.009639049377610133,0.00811877927472956,-0.008070397463044242,-0.015097992259308404,-0.011122689834168503,-0.024351748848315,-0.013440591428733356,-0.027760349953635823,-0.025111872026481036,-0.02656006691901262,0.001610496692760833,-0.02307584858276755,-0.0231283386883463,-0.020778722450274477,-0.03415886738215717,-0.030710668236020353,-0.005411586886632604,-0.07645580229424269,-0.037543263131848345,0.008499717035002408,-0.019088097999774564,-0.016280397315171287
S193Fg28,-0.027922677952143118,-0.03315583920397066,-0.03849880620375779,-0.022160722767345393,-0.03767201676223467,-0.013271391399760591,-0.03763833146461917,-0.01772737985584596,-0.023716833659988872,-0.020062678016903545,-0.027698863135388645,-0.03838822110601965,-0.02931737262078512,-0.027353198104613397,-0.0034397810933989863,-0.028044453286272402,-0.03454802899070195,-0.03354063064742186,-0.04192475402650777,-0.038878510556049684,0.0012794875995882843,-0.0376932907004631,-0.0311741820296285,-0.025476513147544715,-0.04169524958032128,-0.03441532260313412,-0.024653049205758254,-0.019107780035962703,-0.03370907714513361,-0.023484487217900966,-0.02962435171285867,-0.028919210302307447,-0.03793745581431878,-0.0357495723211846,-0.031199240446584075,-0.03404248951795377,-0.04274152494511104,-0.053926018927649935,-0.047274577618117146,-0.08442766796905041,-0.045907140439513855,-0.05243160090296556,-0.03325339076863622,-0.034292094811005876
S193Fg29,-0.013679721174420695,-0.01949152965173103,0.01214276485402904,-0.03103530057556566,-0.029665617217467195,-0.02174474374906297,-0.007817879420522516,-0.005354020626484047,-0.013497704764854906,0.013438680553216372,0.022910330944626328,0.9758931302498004,-0.001896902950670247,-0.01875734142959915,0.016644163393518856,0.004658393194505021,-0.025363774058330672,0.014545118119447004,-0.0022155985597313776,-0.00436209709175638,-0.006891872595990129,0.009047420022720305,-0.013762820772082579,-0.009038817012813135,-0.008774132986451964,-0.016278524298267188,-0.012736836746131127,-0.019614487817794454,-0.010676208864622432,-0.016500524071554615,0.01471288198977831,-0.021045513030034595,-0.022524910104096973,-0.013450282686095194,-0.01634685328123314,-0.0176948963148934,-0.01907460387204577,0.02807096041060235,-0.0013940561439111973,-0.07039335486008676,-0.02745244875093403,0.005367066330083122,-0.011563275066400376,-0.018870780220021654
S193Fg36,0.01627391445818452,-0.023936676742203396,-0.011302727595923198,-0.02624262861051528,-0.039191856188926705,-0.024983940090021715,-0.029640279065147178,-0.03623545418337157,-0.017261772818294954,-0.03063833036805142,-0.03385419666574039,-0.04273725626740426,-0.03660938453907253,-0.03598227448880197,-0.027300343499390374,-0.03774486301127901,-0.02775702429235776,-0.04037852927076941,-0.043775153039884135,-0.04159983996903041,-0.04025299426741058,-0.04465061058044317,-0.03754282573875188,-0.02890492924658974,-0.04780191247274742,-0.03641076151244578,-0.007287095098301728,-0.03656923901387926,-0.02893942236921989,-0.02395187211286763,-0.028470117115707648,-0.03476276141647874,-0.03500106383806213,-0.03562032418548926,-0.028361209695567147,-0.04443141200104295,-0.03931740334962371,-0.04288382066713785,-0.05054501491313373,-0.08606622820916733,-0.04250209328766162,-0.05455452079382837,-0.042279361887656984,-8.461668618950454e-4
S193Fg39,-0.02552539126014332,-0.02114995304887619,-0.003907127551022198,-0.019476491062463328,-0.01578576502200666,-0.028613407417456244,-0.006059804735256781,-0.025589483609384067,-0.010580874057838419,-0.009166390003604322,-0.0029701111715069225,0.005515563600977358,-0.010090793146370724,-0.01695583107287878,-0.015717486969334313,-0.013507471023163124,-0.015812726530088805,0.020116334039667297,-0.010334820108873849,0.004572084668632353,-0.017105574260331647,0.9459115937950481,0.03209126672802026,-0.023092697406157596,0.011093915069869393,0.007171414781895977,0.024667417534647323,-0.015008687316879628,-0.027080845397296247,-0.012252182698421942,-0.024882933110404234,-0.023279430024899628,-0.021629530048001302,-0.01732484396566583,-0.011867529014214534,-0.025958594287418472,-0.018896237313645915,0.0024429273904234316,-0.012774048504128404,-0.0706833193735641,-0.02154031149365284,0.012281884545805258,-0.02656384692715952,-0.009445145722779479
S193Fg42,-0.02486405447029521,0.05963180230839366,0.9859897970916393,-0.032055848453567584,-0.035382942420159436,-0.020498917174295226,-0.03499331852912439,-0.03623545418337157,-0.033257769805770186,-0.018361903802511036,-0.030367175829976743,-0.031822667174431156,-0.024817208760492503,-0.027171913377738242,-0.034909599874805096,-0.038231960885847294,-0.03344420146109781,-0.03554956766242471,-0.04199407782619188,-0.036276718313781334,-0.041056934894817536,-0.03890522039593216,-0.04337711308345423,-0.02627447016235658,-0.04117862468124675,-0.02726950992351543,-0.033755538954151815,-0.02761647739828253,-0.033931989486263275,-0.030863227059586777,-0.031681232524578,-0.016747257320994566,-0.030391804770125406,-0.02568917262146513,-0.034592366626327385,-0.03942337238554125,0.011305753430409864,-0.046065011142089336,-0.03839432233653994,-0.08496848383512114,-0.04775890647767571,-0.04462424623134313,-0.03114126855641264,-0.016280397315171287
S193Fg44,-0.012060777377404963,-0.020960340088258207,-0.027021685851760603,-0.012169902959113542,-0.02663339990415425,-0.025973646365086065,-0.03580779434201334,-0.02994649071388381,0.0022495141991303036,-0.016441004780763963,-0.023069968085841244,-0.008575372159948975,-8.281641034968283e-4,0.011291666811983903,0.9826719308616859,-0.007502983389985376,0.07816823902453846,-0.00357477278723483,-0.011855561457038706,-0.022318049403531603,-0.019640743999133403,-0.021157169899152672,-0.020685257609476527,-0.014024598722193376,-0.026255093593800946,0.0011667901402715238,-0.027668628560748643,-0.021438733641647025,-0.020203695683839232,-0.003722896011102316,-0.021669844602414768,-0.0315511509296917,-0.037020040004322,-0.023747454132205425,-0.026292969108596166,-0.040152120542985746,-0.03991494501389002,-0.028474595898264902,-0.035609002764571906,-0.08085570999404466,-0.04059010255722495,-0.022857637915130055,-0.023457970900392065,-0.001892607665880905
S193Fg45,-0.008564419930431638,-0.00969330259738241,-0.02567332785961889,-0.0193918603801246,-0.03552153971327934,-0.03211777102005721,-0.027879457845213503,-0.03623545418337157,-0.026948730435680027,-0.006413825468177544,-0.007313714609869299,-0.010094214082526982,0.9813069900518284,0.021574220211283288,-0.0085298306075179409,-0.01691362574924714,0.007134486257906315,-0.00869307415020176,-0.024182940927993682,-0.014088019076605089,-0.018781658821820032,-0.025344697015004247,5.750027525170696e-4,-0.009999561605479388,-0.02090245086789984,-0.025918077555086325,-0.01081912034450987,-0.029179540987605678,-0.01138214710037292,-0.028012420301284036,-0.021209161459414927,-0.025439676491133722,-0.03202603478719021,0.009007439195086073,-0.011282151656360189,-0.020497988929498355,-0.0242907541479874,-0.028078839493676087,-0.028203063728157854,-0.07965852703764842,-0.0391156688063674,-0.01613962085419258,-0.01896951894630954,-0.018393398879252062
