sample,MEblack,MEdarkgreen,MEdarkred,MEpurple,MEblue,MEbrown,MEdarkgrey,MEpink,MEyellow,MEdarkturquoise,MElightyellow,MEred,MEturquoise,MEsalmon,MEtan,MEgreenyellow,MElightgreen,MEroyalblue,MEcyan,MEgrey60,MEgrey
S191Fg02,-0.10205381959704565,0.24952730515635563,0.1156906701427856,0.15424750676047208,0.2818824695458058,0.26571694436082827,-0.07655431232289331,-0.024443278365303234,-2.441157587490015e-5,-0.22567294589675502,-0.28370942020932216,-0.10974851557066923,-0.17169790398180618,-0.02254375409238497,0.021085138755292,0.058584598560413405,0.051108541873553216,0.005129265779157064,0.10084601752426163,0.07631592629562085,-0.06437093432443315
S191Fg03,0.31124714170130063,0.13901638443752262,0.02044835876778439,0.0933531114910775,0.3371776531956364,0.16394030719833996,-0.08849530654930438,-0.05463575475012561,-0.027113884106079147,-0.1167475681858613,0.07222516379315325,-0.2507916350358086,-0.23914063024362286,-0.1392412255199934,-0.03338787610737809,-0.04407482648638905,-0.09473020964520318,-0.0025283713485383524,0.1330371598505865,0.0689765654238591,0.03376445164387143
S191Fg06,0.4698896538937868,0.05356382667319129,-7.777097204050565e-4,-0.25328941905838775,0.14119919286467325,-0.06848993350385821,-0.21385449091878422,-0.10912575140635838,-0.13831721893400678,-0.05676379042072044,0.27258140886094084,-0.4526158208430522,-0.23683573692430115,-0.09828543432506176,-0.05623393505897312,-0.27400938495178284,-0.10363808516125461,-0.01881305370425579,-0.1243892613342814,-0.07938720034551972,0.03510967671745341
S191Fg07,0.4689343764726742,0.12279731769003778,0.07624855363332922,0.01008709846526511,0.24084639124039875,0.02608283941032645,-0.08247597941127136,-0.06926858709577352,-0.05515356539593208,0.013532439394377215,0.23102010257965983,-0.30254516668258324,-0.1711898012463677,-0.05262273026780759,-0.034704113004405936,-0.1633564261007118,-0.1493298468569763,0.0516104717811221,-0.00999644341956259,-0.05713027347127058,-0.020119035838503607
S191Fg08,0.32559641145646934,0.13670888932772465,-0.026002995275133785,-0.016893633427605623,0.2296708886468872,-0.006147207156660312,-0.12313039903034707,-0.06303898804805903,-0.07304909490460487,-0.13032015166127014,0.08448503709581395,-0.2762176281351104,-0.2020131568869756,-0.006218992943199169,-0.05390346603211469,-0.23757105431217335,-0.03935374029668419,-0.06318501275613966,-0.06264206967653173,-0.09353336578885751,-0.060884266054848035
S191Fg10,0.3052004485842719,0.040351154508746025,-0.01073650466872318,0.12464673218555894,0.1967576696962725,0.14935914223799396,-0.06811199208535577,-0.06698636371730163,-0.021582840618192614,-0.03241098148749017,0.11475781496622572,-0.20761861068415058,-0.15045106067625177,-0.07359840545429579,-0.05710850006356849,-0.07128266367598403,-0.3155371230160489,-0.016535317679871757,0.06288701955838134,0.0021691819453493306,0.040475081017319725
S191Fg20,-0.18833385426328794,0.05637749096817118,0.03734930018219034,0.14278407820370712,0.0863942555391855,0.10600289072238016,-0.042839574844267696,-0.082967084685254,-0.05057663389273332,-0.12111775042609187,-0.28894054848173695,-0.12941357630080852,-0.15748673028243218,-0.1134186464139324,-0.06346269498647512,0.08976394333207362,0.2987206879895554,-0.023623572076808857,0.14922196076560382,0.02881562285196781,-0.14136505920797754
S191Fg23,-0.011670661605337472,0.16047320998899905,-0.023677674242739942,0.29752343101867235,0.29752976560884375,0.18458302971587565,0.3194315646889363,-0.009502015712106416,0.07072035810770379,-0.28679639373288934,-0.19482826702004552,-0.12538099864444308,-0.0345695448627696,-0.06151006374746867,0.027631967784012623,-0.05670706648572284,-0.08147407513076975,0.042361880070649595,0.23445052812742165,0.07440832230822009,0.04407366177940511
S191Fg25,-0.17347572714588633,0.09782871695825641,-0.07203558381901824,0.17255300272896798,0.10572702823918995,0.020594555768685765,0.053288807454892145,-0.058854624901150114,-0.037563798245544414,-0.3017416363218593,-0.30387368389644875,-0.14105896302956933,-0.10826010073011641,-0.09981178702140059,-0.03165420128858268,-0.10977501468785547,-0.08521459022150628,-0.03400732513398897,0.0954685370446385,-0.014866643880991034,-0.02646833601744361
S191Fg27,-0.19339027379268967,0.11118345962367512,0.1118585037309118,0.16704445217157168,0.059124153204034066,0.10092251366962249,-0.037212118030020766,-0.09823681187486959,-0.04831576840271783,-0.10501085943835535,-0.22439146645044936,-0.085903820851685,-0.13885306020597288,-0.039999730913257966,-0.03136728286772572,0.04218711041816494,0.2630826188490711,-0.01716906500570963,0.0659975784220188,-0.11560284746316775,0.11290326475549331
S191Fg29,-0.08892974820621707,0.11372608778520307,-0.04412142578724037,0.34390359538202864,0.1477293432893769,0.06898002149504988,0.2884444410728544,-0.03137546633100493,0.028012916958971783,-0.346496128077034,-0.2440089414317349,-0.12188160536153898,-0.034708643836965064,-0.02759905429965786,-0.012047433092675962,-0.0956157579686064,-0.3068081124260508,0.008636379286723467,0.1494656834448754,0.00980003623606172,0.0703834859364712
S191Fg36,0.10689440873241172,0.009595057868208324,-0.12366282410779421,0.027325104599342384,0.14927563429968252,-0.02522381193623047,0.01835859218397878,-0.050437738913562964,-0.0634799174894542,-0.22398060778827159,-0.132984933761538,-0.2778898624516644,-0.13992492291345762,-0.08864432531025783,-0.031777280017495184,-0.21463104195522037,0.10374484406223067,-0.011789603485560884,-0.040053692682005,-0.0731488854087801,0.07301169475643514
S191Fg39,-0.18543682910740097,0.08517304364436243,0.04716824839595779,0.3501989349599471,0.16069251947544036,0.21493227518839242,0.3056032188758312,-0.033228530989922074,0.012202727717626243,-0.26483268418547384,-0.3183263330645692,-0.051211759955533176,-0.03839773026279189,-0.019968378265939068,-0.04549653908625551,-0.013997614195142977,-0.42431233000695984,0.01687450837731797,0.21476855701370662,0.005283314726754328,-0.03625287270331844
S191Fg42,0.09771916188239756,0.09344501115977219,-0.01059976870836652,0.19713132701906208,0.1583831644296096,0.10800066009256733,0.1374017869405683,-0.06581567041521193,-0.021488146215789795,-0.1562355850061504,-0.10963027632625373,-0.21152197313740045,-0.11801446460052598,-0.04195753059506557,-0.012299854671958809,-0.04736232362381541,-0.14107205632391076,0.04948144482001655,0.047243525717036605,-0.051480286482491186,-0.15278663631742365
S191Fg45,-0.06610163151328582,0.18919341478498836,-0.08006195991118578,0.43723842141082275,0.27480576712725,0.13842299533561092,0.2524779295348967,0.04595461296298368,0.0683384759951044,-0.39110150368785823,-0.23346947369126797,-0.012506842467471033,0.03412118167285201,0.10190465177364565,0.06125135807924087,-0.30760921288687865,-0.207429093808996,0.0697802920148257,0.08796107839860305,0.034182674613703494,0.06803516652781033
S192Fg02,-0.06779289171481064,-0.1765562001145788,-0.02987614101093415,-0.19009814214483106,-0.02695820385549122,0.13714682657548344,-0.15666182269301407,-0.08686461324738876,-0.038166940795001915,0.08408941220133916,-0.040016333117786,0.04953553405564403,-0.10065861523231667,-0.27260267852672265,-0.03686048747330364,0.26719625142679804,-0.03265777750350436,0.056732297123703535,0.2107516822594412,0.23278243904367865,-0.13553994014925316
S192Fg03,-0.07562618922492001,-0.10919340326713398,0.03775667552284176,-0.06854217022560238,0.007055418733957304,0.14417600815227702,-0.08786328007586823,-0.02557079816335901,-0.007090799294566873,0.11158683761166462,-0.04469570642497412,0.08236048128829485,-0.08324194540044738,-0.24859391428145428,-0.00937110068269269,0.272933275256613,-0.09665546762943056,0.029010069701417753,0.2603297329235765,0.19239452985908115,-0.03458189622439944
S192Fg05,-0.012242448944003797,0.038414344288201334,0.10422701018575344,-0.09448933795179648,-0.04745384468626036,-0.00967827605689008,-0.0761317467606971,-0.018227275982990995,-0.01596745562006293,0.0501996206401187,-0.0010275506975938001,0.04868787920828959,-0.00882986380051193,0.037609868180978286,-0.028427512746666897,0.04674122394762045,0.057682833654600446,0.04129511838346806,-0.0560745267038263,-0.06241226626599225,-0.426310806395597
S192Fg06,0.007959064992441704,-0.01594867528155966,0.11885191039584632,-0.09554418773114029,-0.06594461854398796,0.09674592424142132,-0.2670198721499251,-0.013681844005221065,-0.039498438245671674,0.13573359338173654,0.026985317557888938,0.10465967307835408,-0.08454490528008775,-0.04865599345462756,-0.001988053502452727,0.1506254890922601,0.10462706297646311,0.03254538275330998,-0.0015196359752386818,-0.0996839703301913,-0.12611472182415
S192Fg07,-0.10313459076829093,0.08525928780040401,0.17876820424463452,-0.05072328623993544,-0.023758860439056177,0.12483974143802243,-0.035085753826606,0.011178313628690706,0.004509009220072772,0.12652986961966725,7.035785821400346e-4,0.21846882387530828,-0.018072872897191214,-0.002630231353456782,0.021705815566242376,0.2841719852296988,0.23845026308323142,0.08960455740320199,0.048049734591578484,-0.005634199784798096,0.0783093059673058
S192Fg08,-0.0791873551328684,-0.008120889525692879,0.09721853060292537,-0.07334003379498535,-0.05431855541276108,0.020685954952031342,-0.16397422976131082,-0.03337131300526735,-0.05134256809556648,0.03925305487219671,-0.03344346196948127,0.024228200531197997,-0.09193731259273105,-0.08159633061555294,-0.025641345728748703,0.07532740529858585,0.09794651455620804,-0.016134535607836856,-0.013170749779460858,-0.06816794147414071,-0.029323894906614006
S192Fg10,-0.08181238459801803,0.011851092797144315,0.11409964842192773,-0.09755615209342454,-0.06596639189256609,-0.07067582814114261,-0.10992136355497016,-0.03442263455410639,-0.05099515794465475,-0.004847059681738411,-0.008511284482136257,0.026075362563611267,-0.04742405819012016,-0.03758881630526344,-0.09908540554368411,0.06747154921480034,0.10678401531290449,-0.019751462301295705,-0.02768848320083726,-0.0024018525854981963,-0.05981383830401823
S192Fg20,-0.023946994489162925,0.08213479760093555,0.202785925473901,-0.013988773747112757,-0.005450474409873185,0.06187771223409425,-0.08179265520441874,-2.2272575314073248e-4,-1.346782130826443e-4,0.10399759012181674,0.005476825370253874,0.09139768393707744,-0.023457011964776484,0.0013268770333744089,-0.001151673302246436,0.12333417213700872,0.10056069914715202,0.0577971689601726,0.017148383190967852,-0.046675076210025035,0.09845891556602172
S192Fg23,-0.05145668965850052,-0.103285327882996,0.022238855290570417,-0.062129122749187866,-0.07751765154889878,0.04478523828921762,-0.004492220381126838,-0.01985774860291693,-0.019939615289660716,0.10163309284575948,0.01302525626210901,0.06489780246094749,-0.006063761847332906,-0.09557976059086072,-0.003361897372292022,0.21286633462757348,0.008839513709300395,0.029338695986903394,0.11798689130663476,0.14961879176100562,0.010170367846845208
S192Fg27,-0.0875915517657638,0.17555826899657134,0.23052244275766212,-0.056315294394694036,-0.03974007017004466,0.033536575113054,-0.17178174641414695,-0.03199227920411595,-0.03131941180076499,-0.00606509089797568,-0.06829014669175303,0.06511222347692204,-0.08109240050917961,0.08144335614527183,-0.012889974027686785,-0.009875133212656324,0.09877337858659592,-0.01608450719276578,-0.11962271668327407,-0.30026668233288856,0.6390807709301054
S192Fg28,-0.05115380107965483,0.21735630441158194,0.3125663289846022,0.010497265672077559,0.01880691967908242,0.24896697866249956,-0.12466745696492386,-0.006338252075752598,0.009142867998073897,0.08314250756912386,-0.035002596905565384,0.10129503301308097,-0.09052850956133923,0.13247416864143838,0.003884735572189009,0.11779776214928832,0.10900577301844368,0.0682448569335667,-0.04523141208011266,-0.2921184372826401,-0.016930235021881065
S192Fg29,-0.05633761365405948,-0.09565641194113517,0.03770679362140891,-0.0727254837525593,-0.05694002039901347,0.11041869477978705,-0.24479723546515947,-0.08615572990415746,-0.04868790110230717,0.06846759689309102,-0.042991496842614475,0.038399560687219156,-0.1377741493108152,-0.175326883333749,-0.03190772561580288,0.2022166445404901,-0.04045130938068552,-0.02452563920684243,0.10553335734185179,0.04553244518943585,0.01706761408153707
S192Fg36,-0.059138264943788495,0.036600784009875875,0.20912550030544386,-0.08199096561859762,-0.06306142576922472,0.11036703251877138,-0.22721880470728129,-0.05088260752245534,-0.044975060386297394,0.11267519343534328,-0.02653317063070843,0.09786583966473791,-0.10952131952124743,0.017807695286796755,-0.015935432666192063,0.15797713167189917,0.21897318726986437,0.02616622792941734,-0.07486417094518726,-0.1383403822239932,-0.02524188697549305
S192Fg39,-0.010041851180147197,-0.17364862394729427,-0.10149270670082874,-0.1415738939476225,-0.07970704009960881,-0.0355378889015811,-0.0027441897293177964,-0.017633146250521977,-0.020383433655175833,0.10376104906972088,0.05337749078508242,0.07199915788055704,0.059624062773072466,-0.06556752021980286,-0.0030340291559644386,0.0839837480977224,0.021984848303534307,0.012774732099056692,0.01796679144101929,0.11962932281798036,-0.26762239944146643
S192Fg42,-0.10966209769261233,0.03325235207937731,0.17577444925026298,-0.11293151458039458,-0.05055164337083333,0.0379807513774428,-0.11768449093483309,-0.06988608783991805,-0.035032029476917685,0.12291676324071589,-0.02922095767936158,0.06322733700747295,-0.0729388819565645,-0.08613688411157155,-0.03836974362311772,0.23431952570262066,0.11633393779775272,0.03564206856278299,0.04710909415855009,-0.006917036515785712,-0.0872857595550924
S192Fg44,-0.03726987400126974,0.00921237267468266,0.12260183026370339,-0.008426535039652627,0.01434162945923597,0.1855190502919221,-0.079505914185661,-0.014863554544891338,0.008503396382821186,0.0817135359455935,-0.02502212839484405,0.07060456397464124,-0.06534180474186391,-0.07717012230243483,-0.02403881076150162,0.1423639184025164,0.027167456838756678,0.059437662660844305,0.14645092258379852,-0.029206131896316254,-0.027785291560751258
S192Fg45,-0.07340099514264134,-0.008374332476864439,0.05507579094875381,-0.09474843613131134,-0.08753907303273441,0.028435107885022303,-0.08687078812721484,-0.021569844405138996,-0.021338966921770793,0.07049563663115108,-0.028343798699982367,0.0677114793555424,-0.023228954704738715,-0.030751986048538054,-0.016963807206863014,0.1195878622630515,0.07476097668958935,0.018735401261321935,-0.021221696926145454,-0.001962326609882564,0.1929779770884195
S193Fg02,-0.036767827918124135,-0.3482004013693096,-0.3560587458710783,-0.08775144662023382,-0.18710252803531163,-0.25617103449902634,0.15654454677123836,-0.04166472572578878,-0.019244301160175864,0.062308169734151715,0.07668185709078995,0.0323875703837943,0.17139212492613023,-0.1864012606580333,-0.025187082222477206,-0.04442166508363382,-0.09160391185178261,-0.009988278505515454,0.10759131809678438,0.33961115223962246,0.0432434191031042
S193Fg03,-0.002922749932526687,-0.3020405914473758,-0.2803958381252764,-0.11949675524593892,-0.11354597530877547,-0.11807076282225672,0.01774411870001796,-0.012614554804513031,-0.026035779473170255,0.11280564331922155,0.0824584495081791,0.061197593989877355,0.10221079339611418,-0.1370498617871762,-0.02836271532044151,0.03380671646323859,-0.061967511304481984,0.03222781550858426,0.12250459377860623,0.24958176545667027,-0.019808457220343363
S193Fg05,-0.011481042954557881,0.1465875678702258,0.06843714607872692,-0.027023791758757847,-0.1162663558304388,-0.1522228837176813,0.03752842332828537,0.013149851332214194,-0.027390671674375647,0.057036845938314026,0.07323532289271512,0.07456828689104669,0.11587011561476884,0.3222446477285494,7.466197885342668e-4,-0.17280612481298907,-0.016600751586331584,0.021340051643783168,-0.3156636321320159,-0.27740167334695276,0.11562086861030917
S193Fg07,-0.031351010825842233,-0.023957597084839518,-0.03559847795419474,-0.039329806958586296,-0.14222509461795388,-0.07225529061261643,-0.002269304788969454,-0.009619748102254992,-0.025353240062745034,0.03537425214018305,0.09616640689417887,0.0555128213811311,0.10857864122638475,0.2953833628392984,-0.1066580511447621,-0.09221749067576851,-0.11130010919756261,-0.9591010525840573,-0.2659735043319974,-0.24456664371307937,0.047536699005720426
S193Fg08,-0.027574368476415922,-0.009544629606375135,-0.01879332533225742,-0.027531811815798383,-0.12729199294681065,-0.10572797679882096,-0.0036441785402901035,-0.003645555102594258,-0.02515978241067748,0.0408077273064917,0.09411382020457387,0.05159971855218655,0.10700997987018265,0.25574455566836146,-0.014653076809376943,-0.10369893225915382,0.057092986987361316,-0.013238902209970501,-0.21749721223191812,-0.15088380423675044,0.008389996867855586
S193Fg10,-0.008450460085336748,0.07328402193144673,0.04040743149182293,0.038462529048629464,-0.16048797769927162,-0.24450810806880843,0.12001553127200086,-0.039369359299370014,-0.003103693039182511,0.10324373807813234,0.14103109526433402,0.03615390860821258,0.17229845122061968,0.31510501791447987,0.9648790837258427,-0.15186267982817153,-0.07495623836602701,0.016757756091037218,-0.2978086277962377,-0.18165207995021104,-0.16910192553979067
S193Fg23,4.1580440036887833e-4,-0.15705080823434348,-0.15741449574597643,-0.12562841027550703,-0.16363338449327156,-0.17075130806554978,-0.026362648709745095,-0.02908783792809251,-0.0481068490562801,0.04573346599539262,0.10058015117929749,0.061506573262325136,0.15786115748270327,0.15942006069766712,0.0559439735144328,-0.16988458513841115,-0.05568205537671772,0.009250135024825955,-0.24672252467857134,-0.020735996759879378,0.10619479517653996
S193Fg25,0.005588515914639429,-0.07140741835030733,-0.028235120427343934,-0.07435119999487969,-0.094148600247129,-0.16721161500665663,0.0653424794553732,0.7914003668401484,-0.04385185554004247,0.1045807316897502,0.2139254356213408,0.14359054586092235,0.2240250075201128,0.18787453930522838,-0.07007166619737189,-0.07208558820321441,0.20204280322245344,0.07601361738749252,-0.1342627294796106,0.10300367011476137,-0.1532102219732154
S193Fg27,0.01719883703254039,-0.006743704366390672,-0.02864354294904444,-0.006538602673635572,-0.12034003798403445,-0.17443731120211478,0.04745709118758314,0.08559299348187144,0.008943661876726898,0.11982052700647892,0.15351072255244713,0.18054473520404224,0.24135294386820555,0.2675993345088815,-0.02631788993093612,-0.1131240056597816,0.17078221847153333,0.0816786301394787,-0.2781951389608634,-0.08315826923478213,-0.060232309512335575
S193Fg28,-0.019616311305332125,-0.056830333477159066,-0.10053058864128178,-0.09758903636491524,-0.14681266445544222,-0.2986144114889789,0.14908021790675138,0.01921757378750438,-0.017360404569782835,-0.003915017341677971,0.17344753923257442,0.09920973125127522,0.3024937942100982,0.247589534335061,-0.014198367310666057,-0.058691431089020626,0.041726229133664985,-0.005142603330493139,-0.1947029391562865,0.10669878666263898,0.05670254863413171
S193Fg29,-0.019726000438513455,-0.0532053768961778,-0.07135112120768243,-7.878042447101167e-4,-0.1426369501403053,-0.1923337907569573,0.129607997103409,7.473272556809825e-4,-0.006615011628120813,0.08419405227324679,0.06873996840615108,0.06689940927887247,0.16385092070546212,0.10942359026399026,0.0010530102173088687,-0.06816904308303696,-0.04132526476430129,0.07458354750129312,-0.129910239774053,-3.294594127534907e-5,-0.06549764091028316
S193Fg36,0.046257724625723494,-0.04974947191896795,-0.036279507633856775,-0.12453651445592188,-0.07650884973677029,-0.07491113040553088,0.24287862543982688,0.5208426961647984,0.9613459690435971,0.03675829892515589,0.08848516471638687,0.21512355533268884,0.2624033805138771,0.012745417820883368,-0.01909686991970367,0.0643600316231942,-0.03209040586394317,0.06045038936432852,0.02478138378294449,0.10634683911897777,-0.016714820819207686
S193Fg39,-0.009266852454835063,0.03893848537921206,-0.012917164759017483,-0.04665760425426766,-0.1337712154414538,-0.17057539673831923,0.16818542479662935,0.007372648911384829,0.008568429739427537,0.08441312725959728,0.10274156263713367,0.08233419338725442,0.18599148540250443,0.16149087302335358,4.2533055323981845e-4,-0.0831575169278838,-0.10277366757069362,0.06610709241386774,-0.1233247838546076,-0.02724177628349135,-0.022833631115839
S193Fg42,-0.031029089308032554,-0.3619711217769369,-0.39261135271299497,-0.12734297954782187,-0.20732927991463979,-0.25622161091689216,0.056953404129955656,-0.034752683365854777,-0.019009739146252667,0.13046772825163477,0.12338365971941165,0.035678795754146876,0.19032473950465015,-0.15421448620182418,-0.05546607308330878,-0.07490619130131769,0.057308667480957774,-4.7162342722093924e-4,0.07558576189729709,0.23314843685480824,0.15651479923257586
S193Fg44,0.03464898116379585,-0.397117292853055,-0.3529876223590195,-0.13164919505357195,-0.10680824433526043,-0.07027666759595474,0.1299692289006825,0.003262753707839507,0.018497891792189476,0.20998847368728518,0.15544213311100233,0.15961996596193376,0.22838561271619384,-0.12991810152202368,0.022585633808095952,0.0665701512579825,0.06630178760868378,0.03528992658475661,0.148112769249787,0.3599423802501418,0.17305136702742552
S193Fg45,-0.01017667793164156,-0.07880743859637956,-0.1420659110223519,0.0545247507761842,-0.12358283945733896,-0.19297752731419274,0.10685044642401378,0.02149244852269819,0.023983359550920815,0.1367951791590205,0.09868069198638302,0.11385273799288004,0.1584054625416894,0.008017339315555183,-0.008710699738561423,-0.06329405610829222,0.013161886666360822,-0.02280751799155583,0.009286129332652516,-0.013633207950688144,0.025120889641524397
