Season,Year,Site,Module,Predictor,Category,GO.terms,Super.Cluster,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,[2Fe-2S] cluster assembly,light orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,telomeric loop diassembly,light orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,sulfate ion homeostasis,lavendar,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,copper ion homeostasis,lavendar,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,sodium ion import across plasma membrane,salmon,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,proton transmembrane transport,salmon,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,negative regulation to t-circle formation,light blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,negative regulation of cell population proliferation,light blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,BP,regulation of G2/M transition of mitotic cell cycle,light blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,autophagosome,red,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,Cul4A-RING E3 ubiquitin ligase complex,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,nuclear inner membrane,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,nascent polypeptide-associated complex,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,MutSalpha complex,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,FANCM-MHF complex,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,apoplast,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,Casparian strip,blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,CC,plasma membrane,blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,3'-5' RNA exonuclease activity,red,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,beta-fructofuranosidase activity,red,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,"hydrolase activity, hydrolyzing N-glycosyl compounds",red,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,ATPase activator activtiy,teal,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,aldehyde dehydrogenase (NAD+) activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,1-pyrroline-5-carboxylate dehydrogenase activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,transmembrane receptor protein serine/threonine kinase activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,cyclin-dependent protein serine/threonine kinase activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,protein-disulfide reductase activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,lactoperoxidase activity,orange,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,diacylglycerol cholinephosphoterase activity,blue,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,DNA polymerase binding,purple,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,cyclin binding,purple,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,clathrin heavy chain binding,purple,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,potassium: proton antiporter activity,red,,,,,
fall,2017,"SERC, HF",cyan,SLA,MF,P-type divalent copper transporter activity,green,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,protein secretion,red,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,response to light stimulus,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,DNA replication checkpoint signaling,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,gibberellin biosynthetic process,orange,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,fructose metabolic process,orange,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,ATP biosynthetic process,orange,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,coenzyme A biosynthetic process,orange,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,regulation of systemic acquired resistance,blue,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,cell-cell adhesion,green,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,mitotic DNA replication initiation,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,double-strand break repair via break-induced replication,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,DNA unwinging invovled in DNA replication,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,BP,replication fork arrest,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,ribosome,red,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,ribonucleoprotein complex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,riboflavin synthase complex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,replication fork protection ocmplex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,THO complex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,MCM complex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,CC,proton-transporting ATP synthase complex,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,catalytic activity,red,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,pantetheine-phosphate adenylyltransferase activity,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,"6,7-dimethyl-8-ribityllumazine synthase activity",teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,dephospho-CoA kinase activity,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,4-hydroxybenzoate nonaprenyltransferase activity,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,SUMO ligase activity,teal,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,proton transmembrane transporter activity,orange,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,ligase activity,blue,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,gibberellin 20-oxidase activity,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,gibberellin 3-beta-dioxygenase activity,purple,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,single-stranded DNA helicase activity,green,,,,,
fall,2017,"SERC, HF",mdntlbue,SLA,MF,RNA polymerase binding,light orange,,,,,
fall,2017,HF,black,SLA,BP,resolution of meiotic recombination intermediates,red,,,,,
fall,2017,HF,black,SLA,BP,DNA integration,red,,,,,
fall,2017,HF,black,SLA,BP,plastic transcription,red,,,,,
fall,2017,HF,black,SLA,BP,mitotic recombination,red,,,,,
fall,2017,HF,black,SLA,BP,adenine biosynthetic process,red,,,,,
fall,2017,HF,black,SLA,BP,t-circle formation,red,,,,,
fall,2017,HF,black,SLA,BP,etioplast organization,red,,,,,
fall,2017,HF,black,SLA,BP,resolution of meiotic recombination intermediates,red,,,,,
fall,2017,HF,black,SLA,BP,protein targeting to membrane,teal,,,,,
fall,2017,HF,black,SLA,BP,protein targeting to chlorplast,teal,,,,,
fall,2017,HF,black,SLA,BP,arachidonic acid secretion,teal,,,,,
fall,2017,HF,black,SLA,BP,response to ionizing radiation,orange,,,,,
fall,2017,HF,black,SLA,BP,cell surface receptor signaling pathway,orange,,,,,
fall,2017,HF,black,SLA,BP,response to hydroperoxide,orange,,,,,
fall,2017,HF,black,SLA,BP,methylation,blue,,,,,
fall,2017,HF,black,SLA,BP,regulation of protein catabolic process,green,,,,,
fall,2017,HF,black,SLA,BP,regulation of exit mitosis,green,,,,,
fall,2017,HF,black,SLA,BP,positive regulation of leaf senescence,green,,,,,
fall,2017,HF,black,SLA,BP,1-aminocyclopropane-1-carboxylate biosynthetic pathway,purple,,,,,
fall,2017,HF,black,SLA,BP,pyrimidine nucleotide biosynthetic process,purple,,,,,
fall,2017,HF,black,SLA,BP,nicotianamine biosynthetic process,purple,,,,,
fall,2017,HF,black,SLA,BP,UDP-glucuronate biosynthetic process,purple,,,,,
fall,2017,HF,black,SLA,BP,L-methionine salvage from methylthioadenosine,purple,,,,,
fall,2017,HF,black,SLA,BP,fatty acid beta-oxidation using acyl-CoA dehyrogenase,purple,,,,,
fall,2017,HF,black,SLA,CC,proteasome storage granule,red,,,,,
fall,2017,HF,black,SLA,CC,plastic-encoded plastic RNA polymerase complex,red,,,,,
fall,2017,HF,black,SLA,CC,U12-type spliceosomal complex,red,,,,,
fall,2017,HF,black,SLA,CC,AP-type membrane coat adaptor complex,red,,,,,
fall,2017,HF,black,SLA,CC,chloroplast nucleoid,red,,,,,
fall,2017,HF,black,SLA,CC,VCB complex,red,,,,,
fall,2017,HF,black,SLA,CC,Fanconi anaemia nuclear complex,red,,,,,
fall,2017,HF,black,SLA,MF,"DNA-binding transcription factor activity, RNA polymerase II-specific",red,,,,,
fall,2017,HF,black,SLA,MF,1-aminocyclopropane-1-carboxylate synthase activity,red,,,,,
fall,2017,HF,black,SLA,MF,UDP-glucose 6-dehydrogenase activity,teal,,,,,
fall,2017,HF,black,SLA,MF,glutathione dehydrogenase (ascorbate) activity,teal,,,,,
fall,2017,HF,black,SLA,MF,phospholipase A2 activity,orange,,,,,
fall,2017,HF,black,SLA,MF,acyl-CoA hydrolase activity,orange,,,,,
fall,2017,HF,black,SLA,MF,phosphoribosylglycinamide cyclo-ligase activity,blue,,,,,
fall,2017,HF,black,SLA,MF,phosphoribosylamine-glysine ligase activity,blue,,,,,
fall,2017,HF,black,SLA,MF,centromeric DNA binding,orange,,,,,
fall,2017,HF,black,SLA,MF,chloroplast targeting sequence binding,purple,,,,,
fall,2017,HF,black,SLA,MF,S-adenosylmethionine-dependent methyltransferase activity,green,,,,,
fall,2017,HF,black,SLA,MF,nicotianamine synthase activity,green,,,,,
fall,2017,HF,black,SLA,MF,transferase activity,purple,,,,,
fall,2017,HF,black,SLA,MF,S-methyl-t-thioribose-1-phosphate isomerase activity,salmon,,,,,
fall,2017,HF,black,SLA,MF,allene-oxide cyclase activity,salmon,,,,,
fall,2017,HF,black,SLA,MF,protein dimerization activity,light blue,,,,,
fall,2017,HF,green,SLA,BP,cell-cell junction assembly,red,,,,,
fall,2017,HF,green,SLA,BP,homogalacturonan biosynthetic process,red,,,,,
fall,2017,HF,green,SLA,BP,biosynthetic process,teal,,,,,
fall,2017,HF,green,SLA,BP,response to salicylic acid,orange,,,,,
fall,2017,HF,green,SLA,BP,response to stress,orange,,,,,
fall,2017,HF,green,SLA,BP,response to osmotic stress,orange,,,,,
fall,2017,HF,green,SLA,BP,auxin-activated signaling pathway,orange,,,,,
fall,2017,HF,green,SLA,BP,"trasport of virus in host, tissue to tissue",orange,,,,,
fall,2017,HF,green,SLA,BP,cellular response to virus,orange,,,,,
fall,2017,HF,green,SLA,BP,xenobiotic detoxification by transmembrane export across the plastma membrane ,orange,,,,,
fall,2017,HF,green,SLA,BP,negative regulation of telomere maintence via telomerase,blue,,,,,
fall,2017,HF,green,SLA,BP,regulation of auxin polar transport,blue,,,,,
fall,2017,HF,green,SLA,BP,S-adenosylmethionine cycle,green,,,,,
fall,2017,HF,green,SLA,BP,L-alanine catabolic process,purple,,,,,
fall,2017,HF,green,SLA,BP,DNA-templated transcription,purple,,,,,
fall,2017,HF,green,SLA,BP,cyclic nucelotide metabolic process,purple,,,,,
fall,2017,HF,green,SLA,BP,CAAX-box protein processing,purple,,,,,
fall,2017,HF,green,SLA,BP,mitochondrial mRNA 5'end processing,purple,,,,,
fall,2017,HF,green,SLA,BP,protein transport by the Tat complex,light orange,,,,,
fall,2017,HF,green,SLA,BP,plant organ formation,lavendar,,,,,
fall,2017,HF,green,SLA,BP,protoderm histogenesis,lavendar,,,,,
fall,2017,HF,green,SLA,BP,plant epidermis development,lavendar,,,,,
fall,2017,HF,green,SLA,CC,RNA polymerase I transcription regulator complex,red,,,,,
fall,2017,HF,green,SLA,CC,kinetochore,red,,,,,
fall,2017,HF,green,SLA,MF,L-alanine:2-oxoglutarate aminotransferase activity,red,,,,,
fall,2017,HF,green,SLA,MF,DNA-directed 5'-3' RNA polymerase activity,red,,,,,
fall,2017,HF,green,SLA,MF,transaminase activity,red,,,,,
fall,2017,HF,green,SLA,MF,rRNA (pseudouridine) methyltransferase activity,red,,,,,
fall,2017,HF,green,SLA,MF,dihydroxy-acid dehydratase activity,teal,,,,,
fall,2017,HF,green,SLA,MF,serine-type carboxypeptidase activity,orange,,,,,
fall,2017,HF,green,SLA,MF,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",orange,,,,,
fall,2017,HF,green,SLA,MF,ATP hydrolysis activity,orange,,,,,
fall,2017,HF,green,SLA,MF,symporter activity,blue,,,,,
fall,2017,HF,green,SLA,MF,pyridoxal phosphate binding,green,,,,,
fall,2017,HF,green,SLA,MF,DNA binding,green,,,,,
fall,2017,HF,green,SLA,MF,ribonucleoside binding,green,,,,,
fall,2017,HF,purple,SLA,BP,chloroplast organization,red,,,,,
fall,2017,HF,purple,SLA,BP,maturation of 5.8S rRNA,red,,,,,
fall,2017,HF,purple,SLA,BP,chromosome condensation,red,,,,,
fall,2017,HF,purple,SLA,BP,mitrochondrial proton-transporting ATP synthase complex assembly,red,,,,,
fall,2017,HF,purple,SLA,BP,response to UV-C,teal,,,,,
fall,2017,HF,purple,SLA,BP,L-cystine transport,orange,,,,,
fall,2017,HF,purple,SLA,BP,mRNA export from nucleus,orange,,,,,
fall,2017,HF,purple,SLA,BP,xylan metabolic process,blue,,,,,
fall,2017,HF,purple,SLA,BP,gluconeogenesis,blue,,,,,
fall,2017,HF,purple,SLA,BP,positive regulation of DNA-templated transcription,green,,,,,
fall,2017,HF,purple,SLA,BP,transmembrane receptor protein serine/threonine kinase signaling pathway,green,,,,,
fall,2017,HF,purple,SLA,BP,cellular response to auxin stimuls,green,,,,,
fall,2017,HF,purple,SLA,BP,folic acid biosynthetic process,purple,,,,,
fall,2017,HF,purple,SLA,BP,oligosaccharide-lipid intermediate biosynthetic process,purple,,,,,
fall,2017,HF,purple,SLA,BP,ornithine biosynthetic process,purple,,,,,
fall,2017,HF,purple,SLA,BP,deoxyribonucleoside monophosphate biosynthetic process,purple,,,,,
fall,2017,HF,purple,SLA,BP,mitochrondrial protein processing,purple,,,,,
fall,2017,HF,purple,SLA,BP,thymidine metaboic process,purple,,,,,
fall,2017,HF,purple,SLA,BP,protoxylem development,light orange,,,,,
fall,2017,HF,purple,SLA,BP,meristem growth,light orange,,,,,
fall,2017,HF,purple,SLA,CC,chloroplast thylakoid membrane,red,,,,,
fall,2017,HF,purple,SLA,CC,nucleus,red,,,,,
fall,2017,HF,purple,SLA,CC,TRAPP complex,teal,,,,,
fall,2017,HF,purple,SLA,CC,SMC loading complex,teal,,,,,
fall,2017,HF,purple,SLA,CC,mismatch repir complex,teal,,,,,
fall,2017,HF,purple,SLA,MF,transcription cis-regulartory region binding,red,,,,,
fall,2017,HF,purple,SLA,MF,oxidized purine DNA binding,red,,,,,
fall,2017,HF,purple,SLA,MF,adenine/guanine mispair binding,red,,,,,
fall,2017,HF,purple,SLA,MF,thymidine kinase activity,teal,,,,,
fall,2017,HF,purple,SLA,MF,"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity",teal,,,,,
fall,2017,HF,purple,SLA,MF,kinase activity,teal,,,,,
fall,2017,HF,purple,SLA,MF,4-amino-4-deoxychorismate lyase activity,orange,,,,,
fall,2017,HF,purple,SLA,MF,3-dehydroquinate synthase activity,orange,,,,,
fall,2017,HF,purple,SLA,MF,phosphoenolpyruvate carboxykinase (ATP) activity,orange,,,,,
fall,2017,HF,purple,SLA,MF,gibberellin 3-beta-dioxygenase activity,green,,,,,
fall,2017,HF,purple,SLA,MF,nitrate reductase (NADH) activity,green,,,,,
fall,2017,HF,purple,SLA,MF,N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity,purple,,,,,
fall,2017,HF,purple,SLA,MF,purine-specific mismatch base pair DNA N-glycosylase activity,purple,,,,,
fall,2017,HF,purple,SLA,MF,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",purple,,,,,
fall,2017,HF,purple,SLA,MF,L-cystine transmembrane transporter activity,blue,,,,,
fall,2017,HF,salmon,SLA,BP,embryo development ending in seed dormancy,red,,,,,
fall,2017,HF,salmon,SLA,BP,trichome branching,red,,,,,
fall,2017,HF,salmon,SLA,BP,lignan biosynthetic process,teal,,,,,
fall,2017,HF,salmon,SLA,BP,cellular process,orange,,,,,
fall,2017,HF,salmon,SLA,BP,cytoskelton-dependent intracellular transport,blue,,,,,
fall,2017,HF,salmon,SLA,BP,chloroplast RNA processing,green,,,,,
fall,2017,HF,salmon,SLA,BP,spliceosomal tri-snRNP complex assembly,green,,,,,
fall,2017,HF,salmon,SLA,BP,transcription initiation at RNA polymerase III promoter,green,,,,,
fall,2017,HF,salmon,SLA,BP,heterochromatic formation,green,,,,,
fall,2017,HF,salmon,SLA,BP,mitochrondrial alanyl-tRNA aminoacylation,green,,,,,
fall,2017,HF,salmon,SLA,BP,aminoacyl-tRNA metabolism invovled in translational fidelity,green,,,,,
fall,2017,HF,salmon,SLA,BP,D-xylose metabolic process,purple,,,,,
fall,2017,HF,salmon,SLA,BP,L-serine biosynthetic process,purple,,,,,
fall,2017,HF,salmon,SLA,BP,UDP-D-xylose biosynthetic process,purple,,,,,
fall,2017,HF,salmon,SLA,BP,primary metabolic process,light orange,,,,,
fall,2017,HF,salmon,SLA,BP,monoatomic ion homeostatis,lavendar,,,,,
fall,2017,HF,salmon,SLA,BP,negative regulation of unidimensional cell growth,salmon,,,,,
fall,2017,HF,salmon,SLA,BP,positive regulation of triglyceride transport,light blue,,,,,
fall,2017,HF,salmon,SLA,BP,regulation of growth,light blue,,,,,
fall,2017,HF,salmon,SLA,CC,P-body,red,,,,,
fall,2017,HF,salmon,SLA,CC,CCR4-NOT core complex,red,,,,,
fall,2017,HF,salmon,SLA,CC,AP-2 adaptor complex,red,,,,,
fall,2017,HF,salmon,SLA,CC,"vacuolar proton-transporting V-type ATPase, V1 domain",red,,,,,
fall,2017,HF,salmon,SLA,CC,PcG protein complex,red,,,,,
fall,2017,HF,salmon,SLA,MF,(S)-2-hydroxy-acid oxidase activity,red,,,,,
fall,2017,HF,salmon,SLA,MF,2-alkenal reductase [NAD(P)+] activity,red,,,,,
fall,2017,HF,salmon,SLA,MF,anthranilate synthase activity,teal,,,,,
fall,2017,HF,salmon,SLA,MF,UDP-glucuronate decarboxylase activity,teal,,,,,
fall,2017,HF,salmon,SLA,MF,alanine-tRNA ligase activity,orange,,,,,
fall,2017,HF,salmon,SLA,MF,aminoacyl-tRNA editing activity,orange,,,,,
fall,2017,HF,salmon,SLA,MF,FMN binding,blue,,,,,
fall,2017,HF,salmon,SLA,MF,NAD+ binding,blue,,,,,
fall,2017,HF,salmon,SLA,MF,symporter activity,green,,,,,
fall,2017,HF,salmon,SLA,MF,D-erythro-sphingosine kinase activity,purple,,,,,
fall,2017,HF,salmon,SLA,MF,O-phospho-L-serine:2-oxoglutarate aminotransferase actiivty,purple,,,,,
fall,2017,HF,salmon,SLA,MF,histone H3K27 trimethyltransferase activity,purple,,,,,
fall,2017,HF,salmon,SLA,MF,ubiquitin-like protein ligase binding,light orange,,,,,
fall,2017,HF,salmon,SLA,MF,clathrin adaptor activity,light orange,,,,,
fall,2017,HF,salmon,SLA,MF,pre-mRNA intronic binding,salmon,,,,,
fall,2017,HF,salmon,SLA,MF,cis-regulatory region sequence-specific DNA bindign,salmon,,,,,
fall,2017,HF,salmon,SLA,MF,U5 snRNA binding,salmon,,,,,
fall,2017,HF,salmon,SLA,MF,gallate 1-beta-glucosyltransferase activity,lavendar,,,,,
fall,2017,HF,tan,SLA,BP,"mitochondrial electron transport, ubiquinol to cytochrome c",red,,,,,
fall,2017,HF,tan,SLA,BP,RNA modification,teal,,,,,
fall,2017,HF,tan,SLA,BP,L-phenylalanine biosythetic pathway,teal,,,,,
fall,2017,HF,tan,SLA,BP,coenzyme A metabolic process,teal,,,,,
fall,2017,HF,tan,SLA,BP,glutaminyl-tRNAGIn biosynthesis vai transamidation,teal,,,,,
fall,2017,HF,tan,SLA,BP,mitrochondrial mRNA modification,teal,,,,,
fall,2017,HF,tan,SLA,BP,regulation of membrane potential,orange,,,,,
fall,2017,HF,tan,SLA,BP,regulation of exocytosis,orange,,,,,
fall,2017,HF,tan,SLA,BP,cellular response to mechanical stimulus,green,,,,,
fall,2017,HF,tan,SLA,BP,lagging strand elongation,green,,,,,
fall,2017,HF,tan,SLA,BP,DNA double-strand break processing invovled in repair via single-strand annealing,green,,,,,
fall,2017,HF,tan,SLA,BP,DNA integration,green,,,,,
fall,2017,HF,tan,SLA,BP,ionotropic glutamate receptor signaling pathway,green,,,,,
fall,2017,HF,tan,SLA,BP,IRE1-mediated unfolded protein response,green,,,,,
fall,2017,HF,tan,SLA,BP,protein transport to vacuole invovled in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,blue,,,,,
fall,2017,HF,tan,SLA,BP,mitochrondrial ATP transmembrane transport,blue,,,,,
fall,2017,HF,tan,SLA,CC,nucleoplasm,red,,,,,
fall,2017,HF,tan,SLA,CC,glutamyl-tRNA(Gin) amidotransferase complex,teal,,,,,
fall,2017,HF,tan,SLA,CC,signal peptidase complex,teal,,,,,
fall,2017,HF,tan,SLA,CC,mitochrondrial respiratory chain complex III,teal,,,,,
fall,2017,HF,tan,SLA,CC,ATP-binding cassette (ABC) transporter complex,teal,,,,,
fall,2017,HF,tan,SLA,CC,IRE1-TRAF2-ASK1 complex,teal,,,,,
fall,2017,HF,tan,SLA,MF,damanged DNA binding,red,,,,,
fall,2017,HF,tan,SLA,MF,nucleic acid binding,red,,,,,
fall,2017,HF,tan,SLA,MF,RNA binding,red,,,,,
fall,2017,HF,tan,SLA,MF,endonuclease activity,teal,,,,,
fall,2017,HF,tan,SLA,MF,monoatomic cation channel activity,orange,,,,,
fall,2017,HF,tan,SLA,MF,phospholipid transporter activity,orange,,,,,
fall,2017,HF,tan,SLA,MF,ubiquinol-cytochrome-c reductase activity,orange,,,,,
fall,2017,HF,tan,SLA,MF,myosin II binding,light orange,,,,,
fall,2017,HF,tan,SLA,MF,polysaccharide binding,purple,,,,,
fall,2017,HF,tan,SLA,MF,zinc ion binding,green,,,,,
fall,2017,HF,tan,SLA,MF,binding,blue,,,,,
fall,2017,HF,tan,SLA,MF,3-oxo-5alpha-steriod 4-dehydrogennase (NADP(+)),purple,,,,,
fall,2017,HF,tan,SLA,MF,1-pyrroline-5-carboxylate dehydrogenase activity,purple,,,,,
fall,2017,HF,tan,SLA,MF,3-oxo5-alpha-steroid 4-dehydrogenase activity,purple,,,,,
fall,2017,HF,tan,SLA,MF,hydroxymethylglutaryl-CoA reductase (NADPH) activity,purple,,,,,
fall,2017,HF,tan,SLA,MF,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,purple,,,,,
fall,2017,HF,tan,SLA,MF,arogenate dehydrastase activity,salmon,,,,,
fall,2017,HF,tan,SLA,MF,isocitrate lyase activity,salmon,,,,,
fall,2017,HF,tan,SLA,MF,prephenate dehyratase activity,salmon,,,,,
fall,2017,HF,tan,SLA,MF,glutaminyl-tRNA synthase (gluatomine-hydrolyzing) activity,light blue,,,,,
fall,2017,HF,tan,SLA,MF,ubiquitin protein ligase activity,yellow,,,,,
fall,2017,HF,tan,SLA,MF,histone kinase activity,yellow,,,,,